Gender,Age,Income,Employment_Status,Credit_Score,Loan_Amount,Loan_Term_Months,Has_Defaulted_Before,Fraudulent_Activity,Loan_Status
Female,28,78478,Unemployed,389,13446,36,1,0,Rejected
Male,41,84353,Student,689,31733,12,1,0,Rejected
Male,21,46762,Unemployed,343,11464,60,1,0,Rejected
Male,28,33283,Employed,318,49632,36,1,0,Rejected
Male,49,83922,Unemployed,400,22576,48,1,0,Rejected
Female,52,59420,Student,656,4320,60,0,0,Under Review
Female,58,75568,Employed,841,11750,24,1,0,Rejected
Female,25,105090,Employed,332,38466,48,1,0,Rejected
Female,42,40219,Employed,528,27572,60,0,0,Under Review
Male,54,77169,Student,823,18948,12,0,0,Approved
Male,21,120455,Unemployed,454,39826,24,0,0,Rejected
Female,46,94965,Employed,722,24515,48,0,1,Approved
Female,63,66840,Student,545,28867,12,0,0,Under Review
Male,30,64695,Student,704,1726,24,0,0,Approved
Female,50,125209,Self-employed,840,26820,36,0,0,Approved
Male,38,104754,Employed,460,7697,12,0,0,Rejected
Male,37,97988,Student,416,45678,60,0,0,Rejected
Male,46,78342,Unemployed,570,43025,48,1,0,Rejected
Female,28,134516,Student,786,13963,24,0,0,Approved
Male,60,38951,Student,471,2081,12,1,0,Rejected
Male,32,21307,Self-employed,573,21269,36,1,0,Rejected
Male,47,100388,Employed,558,11776,48,1,0,Rejected
Male,28,110768,Student,434,32816,48,1,0,Rejected
Male,45,55428,Unemployed,721,15196,12,1,0,Rejected
Male,24,128707,Self-employed,720,43112,36,1,0,Rejected
Female,53,112021,Student,485,16958,24,1,0,Rejected
Male,21,138418,Unemployed,663,24369,12,1,0,Rejected
Male,39,95774,Employed,677,12689,24,0,0,Under Review
Male,51,58975,Self-employed,822,18331,48,1,0,Rejected
Female,36,137850,Student,495,38528,24,1,0,Rejected
Female,34,21140,Self-employed,397,14436,36,1,0,Rejected
Male,25,148865,Unemployed,321,1066,60,1,0,Rejected
Male,61,44842,Employed,749,31725,36,0,0,Under Review
Male,46,46421,Employed,471,26212,24,1,0,Rejected
Male,48,21708,Employed,682,34332,12,0,1,Under Review
Female,22,23630,Employed,433,26401,48,0,0,Rejected
Male,26,39595,Student,725,14393,60,1,0,Rejected
Female,29,96021,Unemployed,324,4670,12,1,1,Rejected
Female,53,48308,Self-employed,802,26601,12,0,0,Under Review
Male,61,64789,Student,484,3251,36,1,0,Rejected
Female,45,75690,Self-employed,384,46717,24,1,0,Rejected
Male,33,46086,Employed,443,34572,36,0,0,Rejected
Male,29,36859,Unemployed,711,28027,24,0,0,Under Review
Female,33,27684,Student,523,32846,36,1,0,Rejected
Female,51,111088,Self-employed,519,22015,12,1,0,Rejected
Female,61,21207,Self-employed,478,10583,48,1,0,Rejected
Male,31,66099,Student,732,24104,24,0,0,Approved
Male,24,87496,Self-employed,564,13224,60,1,0,Rejected
Female,54,86093,Self-employed,728,39784,60,0,0,Approved
Female,58,49689,Student,715,31836,12,0,0,Under Review
Male,24,68651,Unemployed,752,30299,36,1,0,Rejected
Female,58,33893,Student,496,14036,36,0,0,Rejected
Female,39,117808,Student,352,20933,12,1,0,Rejected
Female,26,86418,Unemployed,779,13392,60,1,0,Rejected
Female,54,145074,Self-employed,742,8938,60,0,0,Approved
Female,38,123065,Student,629,5141,36,1,0,Rejected
Male,33,80011,Self-employed,550,24350,24,0,0,Under Review
Female,61,58635,Self-employed,422,10546,48,0,0,Rejected
Female,43,76115,Self-employed,686,6335,24,1,0,Rejected
